pin,entity_name,contact_type,contact_value,source_system,source_record_id,confidence_score,is_primary,is_verified,verification_method,notes
13262040270000,ANTONIA KENTROS TRUSTE,phone,,manual_verified,,95,true,true,manual,Target parcel 13262040270000:3136 N CHRISTIANA AVE; fill from Bizapedia/OpenCorporates/manual research
13262040270000,ANTONIA KENTROS TRUSTE,email,,manual_verified,,95,true,true,manual,Target parcel 13262040270000:3136 N CHRISTIANA AVE; fill from Bizapedia/OpenCorporates/manual research
13262040460000,NORTH 3144 LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262040460000:3144 N CHRISTIANA AVE; fill from Bizapedia/OpenCorporates/manual research
13262040460000,NORTH 3144 LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262040460000:3144 N CHRISTIANA AVE; fill from Bizapedia/OpenCorporates/manual research
13262030280000,SO 3134 N KIMBALL LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262030280000:3134 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262030280000,SO 3134 N KIMBALL LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262030280000:3134 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262030260000,ACEALONZOESTATE3 LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262030260000:3140 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262030260000,ACEALONZOESTATE3 LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262030260000:3140 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262040220000,BELMONT ASSOCIATES LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262040220000:3339 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262040220000,BELMONT ASSOCIATES LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262040220000:3339 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030060000,AVONDALE GATEWAY INC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262030060000:3405 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030060000,AVONDALE GATEWAY INC,email,,manual_verified,,95,true,true,manual,Target parcel 13262030060000:3405 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030040000,ALEXIAN PROP INC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262030040000:3409 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030040000,ALEXIAN PROP INC,email,,manual_verified,,95,true,true,manual,Target parcel 13262030040000:3409 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030350000,GMR PROP KIMBALL LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262030350000:3112 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262030350000,GMR PROP KIMBALL LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262030350000:3112 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262030030000,SONEX PROPERTIES,phone,,manual_verified,,95,true,true,manual,Target parcel 13262030030000:3413 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030030000,SONEX PROPERTIES,email,,manual_verified,,95,true,true,manual,Target parcel 13262030030000:3413 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262050010000,Liesant LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050010000:3325 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262050010000,Liesant LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262050010000:3325 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030080000,CHEXAPAD LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262030080000:3145 N BERNARD ST 2; fill from Bizapedia/OpenCorporates/manual research
13262030080000,CHEXAPAD LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262030080000:3145 N BERNARD ST 2; fill from Bizapedia/OpenCorporates/manual research
13262030020000,KOKKINI LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262030020000:3421 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030020000,KOKKINI LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262030020000:3421 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13234090590000,KIMBALL & BELMONT LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13234090590000:3402 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13234090590000,KIMBALL & BELMONT LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13234090590000:3402 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030010000,KOKKINI LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262030010000:3421 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030010000,KOKKINI LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262030010000:3421 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262030210000,RKC PROPERTIES INC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262030210000:3109 N BERNARD ST; fill from Bizapedia/OpenCorporates/manual research
13262030210000,RKC PROPERTIES INC,email,,manual_verified,,95,true,true,manual,Target parcel 13262030210000:3109 N BERNARD ST; fill from Bizapedia/OpenCorporates/manual research
13262100010000,312 KIMBALL LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262100010000:3057 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262100010000,312 KIMBALL LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262100010000:3057 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262050240000,LIESANT LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050240000:3103 N CHRISTIANA AVE; fill from Bizapedia/OpenCorporates/manual research
13262050240000,LIESANT LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262050240000:3103 N CHRISTIANA AVE; fill from Bizapedia/OpenCorporates/manual research
13262050340000,CASA RUA LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050340000:3136 N SPAULDING AVE; fill from Bizapedia/OpenCorporates/manual research
13262050340000,CASA RUA LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262050340000:3136 N SPAULDING AVE; fill from Bizapedia/OpenCorporates/manual research
13262050480000,INVITATION HOMES,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050480000:3140 N SPAULDING AVE; fill from Bizapedia/OpenCorporates/manual research
13262050480000,INVITATION HOMES,email,,manual_verified,,95,true,true,manual,Target parcel 13262050480000:3140 N SPAULDING AVE; fill from Bizapedia/OpenCorporates/manual research
13262050350000,WINDY BBZ ATTENTION JA,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050350000:3132 N SPAULDING AVE 1; fill from Bizapedia/OpenCorporates/manual research
13262050350000,WINDY BBZ ATTENTION JA,email,,manual_verified,,95,true,true,manual,Target parcel 13262050350000:3132 N SPAULDING AVE 1; fill from Bizapedia/OpenCorporates/manual research
13262050370000,3126 SPAULDING LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050370000:3126 N SPAULDING AVE; fill from Bizapedia/OpenCorporates/manual research
13262050370000,3126 SPAULDING LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262050370000:3126 N SPAULDING AVE; fill from Bizapedia/OpenCorporates/manual research
13262050270000,3301 W BELMONT LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050270000:3309 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262050270000,3301 W BELMONT LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262050270000:3309 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262050390000,FEDERICO ALEJANDRO FOG,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050390000:3120 N SPAULDING AVE HSE; fill from Bizapedia/OpenCorporates/manual research
13262050390000,FEDERICO ALEJANDRO FOG,email,,manual_verified,,95,true,true,manual,Target parcel 13262050390000:3120 N SPAULDING AVE HSE; fill from Bizapedia/OpenCorporates/manual research
13234090340000,KIMBALL MELROSE PLAZA,phone,,manual_verified,,95,true,true,manual,Target parcel 13234090340000:3214 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13234090340000,KIMBALL MELROSE PLAZA,email,,manual_verified,,95,true,true,manual,Target parcel 13234090340000:3214 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262050280000,3301 W BELMONT LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050280000:3307 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262050280000,3301 W BELMONT LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262050280000:3307 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262050290000,3301 W BELMONT LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050290000:3303 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262050290000,3301 W BELMONT LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262050290000:3303 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13234100290000,KENNEDY PLAZA BK LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13234100290000:3320 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13234100290000,KENNEDY PLAZA BK LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13234100290000:3320 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13234090330000,KIMBALL MELROSE PLAZA,phone,,manual_verified,,95,true,true,manual,Target parcel 13234090330000:3218 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13234090330000,KIMBALL MELROSE PLAZA,email,,manual_verified,,95,true,true,manual,Target parcel 13234090330000:3218 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262100050000,KIMBALL MANAGEMENT LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262100050000:3047 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262100050000,KIMBALL MANAGEMENT LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262100050000:3047 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13234090950000,WALGREENS CO TAX DEPT,phone,,manual_verified,,95,true,true,manual,Target parcel 13234090950000:3410 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13234090950000,WALGREENS CO TAX DEPT,email,,manual_verified,,95,true,true,manual,Target parcel 13234090950000:3410 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262050300000,3301 W BELMONT LLC,phone,,manual_verified,,95,true,true,manual,Target parcel 13262050300000:3301 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13262050300000,3301 W BELMONT LLC,email,,manual_verified,,95,true,true,manual,Target parcel 13262050300000:3301 W BELMONT AVE; fill from Bizapedia/OpenCorporates/manual research
13234090320000,KIMBALL MELROSE PLAZA,phone,,manual_verified,,95,true,true,manual,Target parcel 13234090320000:3222 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13234090320000,KIMBALL MELROSE PLAZA,email,,manual_verified,,95,true,true,manual,Target parcel 13234090320000:3222 N KIMBALL AVE; fill from Bizapedia/OpenCorporates/manual research
13262100280000,FRANCISCO MEJIAS,phone,,manual_verified,,95,true,true,manual,Target parcel 13262100280000:3044 N CHRISTIANA AVE; fill from Bizapedia/OpenCorporates/manual research
