violation_id,raw_address,house,direction,street_name,street_type,address_key
7350573,4742 W GLADYS AVE,4742,W,GLADYS,AVE,4742 W GLADYS AVE
7350576,4742 W GLADYS AVE,4742,W,GLADYS,AVE,4742 W GLADYS AVE
7350609,7007 S CHAPPEL AVE,7007,S,CHAPPEL,AVE,7007 S CHAPPEL AVE
7351198,3753 S COTTAGE GROVE AVE,3753,S,COTTAGE GROVE,AVE,3753 S COTTAGE GROVE AVE
7352008,217 W 110TH ST,217,W,110TH,ST,217 W 110TH ST
7356045,914 W 77TH ST,914,W,77TH,ST,914 W 77TH ST
7350577,4742 W GLADYS AVE,4742,W,GLADYS,AVE,4742 W GLADYS AVE
7363209,1150 N LAKE SHORE DR,1150,N,LAKE SHORE,DR,1150 N LAKE SHORE DR
7350501,4514 N LONG AVE,4514,N,LONG,AVE,4514 N LONG AVE
7352000,217 W 110TH ST,217,W,110TH,ST,217 W 110TH ST
7353346,8916 S JUSTINE ST,8916,S,JUSTINE,ST,8916 S JUSTINE ST
7350940,816 W 76TH ST,816,W,76TH,ST,816 W 76TH ST
7353312,1121 W 104TH PL,1121,W,104TH,PL,1121 W 104TH PL
7351060,6748 N ASHLAND AVE,6748,N,ASHLAND,AVE,6748 N ASHLAND AVE
7355925,7435 S COLFAX AVE,7435,S,COLFAX,AVE,7435 S COLFAX AVE
7350977,901 N MOZART ST,901,N,MOZART,ST,901 N MOZART ST
7356279,10221 S HOXIE AVE,10221,S,HOXIE,AVE,10221 S HOXIE AVE
7350848,7030 S PAXTON AVE,7030,S,PAXTON,AVE,7030 S PAXTON AVE
7351127,5116 W CHICAGO AVE,5116,W,CHICAGO,AVE,5116 W CHICAGO AVE
7351019,6355 S CENTRAL AVE,6355,S,CENTRAL,AVE,6355 S CENTRAL AVE
7356040,914 W 77TH ST,914,W,77TH,ST,914 W 77TH ST
7355926,7435 S COLFAX AVE,7435,S,COLFAX,AVE,7435 S COLFAX AVE
7351059,6748 N ASHLAND AVE,6748,N,ASHLAND,AVE,6748 N ASHLAND AVE
7353317,1121 W 104TH PL,1121,W,104TH,PL,1121 W 104TH PL
7351134,5116 W CHICAGO AVE,5116,W,CHICAGO,AVE,5116 W CHICAGO AVE
7353295,3618 W 86TH PL,3618,W,86TH,PL,3618 W 86TH PL
7350690,1636 W MELROSE ST,1636,W,MELROSE,ST,1636 W MELROSE ST
7350824,1240 W HURON ST,1240,W,HURON,ST,1240 W HURON ST
7355923,7435 S COLFAX AVE,7435,S,COLFAX,AVE,7435 S COLFAX AVE
7352177,5306 N CUMBERLAND AVE,5306,N,CUMBERLAND,AVE,5306 N CUMBERLAND AVE
7350822,1240 W HURON ST,1240,W,HURON,ST,1240 W HURON ST
7350823,1240 W HURON ST,1240,W,HURON,ST,1240 W HURON ST
7350821,1240 W HURON ST,1240,W,HURON,ST,1240 W HURON ST
7350820,1240 W HURON ST,1240,W,HURON,ST,1240 W HURON ST
7352110,2536 W 109TH PL,2536,W,109TH,PL,2536 W 109TH PL
7351017,6355 S CENTRAL AVE,6355,S,CENTRAL,AVE,6355 S CENTRAL AVE
7356274,10221 S HOXIE AVE,10221,S,HOXIE,AVE,10221 S HOXIE AVE
7351875,3640 W FILLMORE ST,3640,W,FILLMORE,ST,3640 W FILLMORE ST
7352116,2536 W 109TH PL,2536,W,109TH,PL,2536 W 109TH PL
7355924,7435 S COLFAX AVE,7435,S,COLFAX,AVE,7435 S COLFAX AVE
7350979,901 N MOZART ST,901,N,MOZART,ST,901 N MOZART ST
7352179,5306 N CUMBERLAND AVE,5306,N,CUMBERLAND,AVE,5306 N CUMBERLAND AVE
7350618,2437 E 74TH ST,2437,E,74TH,ST,2437 E 74TH ST
7353220,321 E KENSINGTON AVE,321,E,KENSINGTON,AVE,321 E KENSINGTON AVE
7350852,7030 S PAXTON AVE,7030,S,PAXTON,AVE,7030 S PAXTON AVE
7352007,217 W 110TH ST,217,W,110TH,ST,217 W 110TH ST
7350574,4742 W GLADYS AVE,4742,W,GLADYS,AVE,4742 W GLADYS AVE
7351766,7545 S UNION AVE,7545,S,UNION,AVE,7545 S UNION AVE
7350625,2437 E 74TH ST,2437,E,74TH,ST,2437 E 74TH ST
7350600,1448 E MARQUETTE RD,1448,E,MARQUETTE,RD,1448 E MARQUETTE RD
7351063,6748 N ASHLAND AVE,6748,N,ASHLAND,AVE,6748 N ASHLAND AVE
7351999,217 W 110TH ST,217,W,110TH,ST,217 W 110TH ST
7350782,6343 N WAYNE AVE,6343,N,WAYNE,AVE,6343 N WAYNE AVE
7351333,4022 N MOZART ST,4022,N,MOZART,ST,4022 N MOZART ST
7356039,914 W 77TH ST,914,W,77TH,ST,914 W 77TH ST
7341673,8525 S GIVINS CT,8525,S,GIVINS,CT,8525 S GIVINS CT
7351014,6355 S CENTRAL AVE,6355,S,CENTRAL,AVE,6355 S CENTRAL AVE
7351990,7113 S CALUMET AVE,7113,S,CALUMET,AVE,7113 S CALUMET AVE
7350978,901 N MOZART ST,901,N,MOZART,ST,901 N MOZART ST
7351023,6355 S CENTRAL AVE,6355,S,CENTRAL,AVE,6355 S CENTRAL AVE
7356282,10221 S HOXIE AVE,10221,S,HOXIE,AVE,10221 S HOXIE AVE
7350626,2437 E 74TH ST,2437,E,74TH,ST,2437 E 74TH ST
7350943,816 W 76TH ST,816,W,76TH,ST,816 W 76TH ST
7350622,2437 E 74TH ST,2437,E,74TH,ST,2437 E 74TH ST
7356041,914 W 77TH ST,914,W,77TH,ST,914 W 77TH ST
7352006,217 W 110TH ST,217,W,110TH,ST,217 W 110TH ST
7350570,3555 W PALMER ST,3555,W,PALMER,ST,3555 W PALMER ST
7350849,7030 S PAXTON AVE,7030,S,PAXTON,AVE,7030 S PAXTON AVE
7352003,217 W 110TH ST,217,W,110TH,ST,217 W 110TH ST
7353170,11401 S OAKLEY AVE,11401,S,OAKLEY,AVE,11401 S OAKLEY AVE
7351007,6355 S CENTRAL AVE,6355,S,CENTRAL,AVE,6355 S CENTRAL AVE
7350941,816 W 76TH ST,816,W,76TH,ST,816 W 76TH ST
7356276,10221 S HOXIE AVE,10221,S,HOXIE,AVE,10221 S HOXIE AVE
7356284,10221 S HOXIE AVE,10221,S,HOXIE,AVE,10221 S HOXIE AVE
7350825,1240 W HURON ST,1240,W,HURON,ST,1240 W HURON ST
7350959,847 W BARRY AVE,847,W,BARRY,AVE,847 W BARRY AVE
7350740,1500 W GRAND AVE,1500,W,GRAND,AVE,1500 W GRAND AVE
7351064,6748 N ASHLAND AVE,6748,N,ASHLAND,AVE,6748 N ASHLAND AVE
7353166,11401 S OAKLEY AVE,11401,S,OAKLEY,AVE,11401 S OAKLEY AVE
7350875,1358 W 78TH ST,1358,W,78TH,ST,1358 W 78TH ST
7353347,8916 S JUSTINE ST,8916,S,JUSTINE,ST,8916 S JUSTINE ST
7352115,2536 W 109TH PL,2536,W,109TH,PL,2536 W 109TH PL
7350967,2545 W PETERSON AVE,2545,W,PETERSON,AVE,2545 W PETERSON AVE
7357057,5200 S AVERS AVE,5200,S,AVERS,AVE,5200 S AVERS AVE
7350969,2545 W PETERSON AVE,2545,W,PETERSON,AVE,2545 W PETERSON AVE
7350611,7007 S CHAPPEL AVE,7007,S,CHAPPEL,AVE,7007 S CHAPPEL AVE
7350970,2545 W PETERSON AVE,2545,W,PETERSON,AVE,2545 W PETERSON AVE
7350610,7007 S CHAPPEL AVE,7007,S,CHAPPEL,AVE,7007 S CHAPPEL AVE
6952286,6748 N ASHLAND AVE,6748,N,ASHLAND,AVE,6748 N ASHLAND AVE
7350936,816 W 76TH ST,816,W,76TH,ST,816 W 76TH ST
7356285,10221 S HOXIE AVE,10221,S,HOXIE,AVE,10221 S HOXIE AVE
7350957,1330 W ARGYLE ST,1330,W,ARGYLE,ST,1330 W ARGYLE ST
7350980,901 N MOZART ST,901,N,MOZART,ST,901 N MOZART ST
7362077,1150 N LAKE SHORE DR,1150,N,LAKE SHORE,DR,1150 N LAKE SHORE DR
7364843,7819 S SOUTH SHORE DR,7819,S,SOUTH SHORE,DR,7819 S SOUTH SHORE DR
7350623,2437 E 74TH ST,2437,E,74TH,ST,2437 E 74TH ST
7364841,7819 S SOUTH SHORE DR,7819,S,SOUTH SHORE,DR,7819 S SOUTH SHORE DR
7351026,6355 S CENTRAL AVE,6355,S,CENTRAL,AVE,6355 S CENTRAL AVE
7350624,2437 E 74TH ST,2437,E,74TH,ST,2437 E 74TH ST
7351065,6748 N ASHLAND AVE,6748,N,ASHLAND,AVE,6748 N ASHLAND AVE
7350850,7030 S PAXTON AVE,7030,S,PAXTON,AVE,7030 S PAXTON AVE
7356044,914 W 77TH ST,914,W,77TH,ST,914 W 77TH ST
7351249,2051 W DIVISION ST,2051,W,DIVISION,ST,2051 W DIVISION ST
7356280,10221 S HOXIE AVE,10221,S,HOXIE,AVE,10221 S HOXIE AVE
7384476,6105 S MICHIGAN AVE,6105,S,MICHIGAN,AVE,6105 S MICHIGAN AVE
7425454,5438 S FRANCISCO AVE,5438,S,FRANCISCO,AVE,5438 S FRANCISCO AVE
7384477,6105 S MICHIGAN AVE,6105,S,MICHIGAN,AVE,6105 S MICHIGAN AVE
7425455,5438 S FRANCISCO AVE,5438,S,FRANCISCO,AVE,5438 S FRANCISCO AVE
7352420,9435 S WESTERN AVE,9435,S,WESTERN,AVE,9435 S WESTERN AVE
7350317,2638 W 51ST ST,2638,W,51ST,ST,2638 W 51ST ST
7352722,9435 S WESTERN AVE,9435,S,WESTERN,AVE,9435 S WESTERN AVE
7351208,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7355002,9435 S WESTERN AVE,9435,S,WESTERN,AVE,9435 S WESTERN AVE
7352418,9435 S WESTERN AVE,9435,S,WESTERN,AVE,9435 S WESTERN AVE
7355001,9435 S WESTERN AVE,9435,S,WESTERN,AVE,9435 S WESTERN AVE
7351203,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7351211,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7351213,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7351207,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7352423,9435 S WESTERN AVE,9435,S,WESTERN,AVE,9435 S WESTERN AVE
7351205,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7351210,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7351204,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7351209,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7352422,9435 S WESTERN AVE,9435,S,WESTERN,AVE,9435 S WESTERN AVE
7351214,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7351212,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7352421,9435 S WESTERN AVE,9435,S,WESTERN,AVE,9435 S WESTERN AVE
7351206,606 E 75TH ST,606,E,75TH,ST,606 E 75TH ST
7350320,2638 W 51ST ST,2638,W,51ST,ST,2638 W 51ST ST
7350316,2638 W 51ST ST,2638,W,51ST,ST,2638 W 51ST ST
7350319,2638 W 51ST ST,2638,W,51ST,ST,2638 W 51ST ST
7350321,2638 W 51ST ST,2638,W,51ST,ST,2638 W 51ST ST
7350318,2638 W 51ST ST,2638,W,51ST,ST,2638 W 51ST ST
7355000,9435 S WESTERN AVE,9435,S,WESTERN,AVE,9435 S WESTERN AVE
7352419,9435 S WESTERN AVE,9435,S,WESTERN,AVE,9435 S WESTERN AVE
7354162,6424 S MOZART ST,6424,S,MOZART,ST,6424 S MOZART ST
7351941,106 N ABERDEEN ST,106,N,ABERDEEN,ST,106 N ABERDEEN ST
7349904,1831 S RACINE AVE,1831,S,RACINE,AVE,1831 S RACINE AVE
7351613,3550 N LAKE SHORE DR,3550,N,LAKE SHORE,DR,3550 N LAKE SHORE DR
7355916,2219 S PAULINA ST,2219,S,PAULINA,ST,2219 S PAULINA ST
7349888,3844 W CONGRESS PKWY,3844,W,CONGRESS,PKWY,3844 W CONGRESS PKWY
7350278,6425 S MOZART ST,6425,S,MOZART,ST,6425 S MOZART ST
7349940,1603 N LOTUS AVE,1603,N,LOTUS,AVE,1603 N LOTUS AVE
7350008,3318 W MONROE ST,3318,W,MONROE,ST,3318 W MONROE ST
7355914,2219 S PAULINA ST,2219,S,PAULINA,ST,2219 S PAULINA ST
7350150,6048 S ALBANY AVE,6048,S,ALBANY,AVE,6048 S ALBANY AVE
7349908,1831 S RACINE AVE,1831,S,RACINE,AVE,1831 S RACINE AVE
7354303,6431 S MOZART ST,6431,S,MOZART,ST,6431 S MOZART ST
7354111,5908 S CAMPBELL AVE,5908,S,CAMPBELL,AVE,5908 S CAMPBELL AVE
7350266,3421 W 61ST PL,3421,W,61ST,PL,3421 W 61ST PL
7349937,1603 N LOTUS AVE,1603,N,LOTUS,AVE,1603 N LOTUS AVE
7349905,1831 S RACINE AVE,1831,S,RACINE,AVE,1831 S RACINE AVE
7354116,5908 S CAMPBELL AVE,5908,S,CAMPBELL,AVE,5908 S CAMPBELL AVE
7349894,1365 N HUDSON AVE,1365,N,HUDSON,AVE,1365 N HUDSON AVE
7350113,6350 S STEWART AVE,6350,S,STEWART,AVE,6350 S STEWART AVE
7351612,3550 N LAKE SHORE DR,3550,N,LAKE SHORE,DR,3550 N LAKE SHORE DR
7349990,11318 S GREEN BAY AVE,11318,S,GREEN BAY,AVE,11318 S GREEN BAY AVE
7350265,3421 W 61ST PL,3421,W,61ST,PL,3421 W 61ST PL
7350127,5939 S ROCKWELL ST,5939,S,ROCKWELL,ST,5939 S ROCKWELL ST
7351590,3550 N LAKE SHORE DR,3550,N,LAKE SHORE,DR,3550 N LAKE SHORE DR
7350019,3309 W VAN BUREN ST,3309,W,VAN BUREN,ST,3309 W VAN BUREN ST
7350117,310 N PINE AVE,310,N,PINE,AVE,310 N PINE AVE
7349941,1603 N LOTUS AVE,1603,N,LOTUS,AVE,1603 N LOTUS AVE
7350258,3117 W 61ST ST,3117,W,61ST,ST,3117 W 61ST ST
7350100,6659 S WENTWORTH AVE,6659,S,WENTWORTH,AVE,6659 S WENTWORTH AVE
7349997,13149 S BALTIMORE AVE,13149,S,BALTIMORE,AVE,13149 S BALTIMORE AVE
7349974,555 W MADISON ST,555,W,MADISON,ST,555 W MADISON ST
7350274,6416 S FRANCISCO AVE,6416,S,FRANCISCO,AVE,6416 S FRANCISCO AVE
7349991,11318 S GREEN BAY AVE,11318,S,GREEN BAY,AVE,11318 S GREEN BAY AVE
7349939,1603 N LOTUS AVE,1603,N,LOTUS,AVE,1603 N LOTUS AVE
7354304,6431 S MOZART ST,6431,S,MOZART,ST,6431 S MOZART ST
7350101,6659 S WENTWORTH AVE,6659,S,WENTWORTH,AVE,6659 S WENTWORTH AVE
7349920,217 S CENTRAL PARK BLVD,217,S,CENTRAL PARK,BLVD,217 S CENTRAL PARK BLVD
7354168,6424 S MOZART ST,6424,S,MOZART,ST,6424 S MOZART ST
7350005,3318 W MONROE ST,3318,W,MONROE,ST,3318 W MONROE ST
7349887,3844 W CONGRESS PKWY,3844,W,CONGRESS,PKWY,3844 W CONGRESS PKWY
7349973,555 W MADISON ST,555,W,MADISON,ST,555 W MADISON ST
7351943,1313 W RANDOLPH ST,1313,W,RANDOLPH,ST,1313 W RANDOLPH ST
7350097,6350 S STEWART AVE,6350,S,STEWART,AVE,6350 S STEWART AVE
7349944,1603 N LOTUS AVE,1603,N,LOTUS,AVE,1603 N LOTUS AVE
7349998,13149 S BALTIMORE AVE,13149,S,BALTIMORE,AVE,13149 S BALTIMORE AVE
7350098,6659 S WENTWORTH AVE,6659,S,WENTWORTH,AVE,6659 S WENTWORTH AVE
7350021,3309 W VAN BUREN ST,3309,W,VAN BUREN,ST,3309 W VAN BUREN ST
7354166,6424 S MOZART ST,6424,S,MOZART,ST,6424 S MOZART ST
7350004,3318 W MONROE ST,3318,W,MONROE,ST,3318 W MONROE ST
7350102,6659 S WENTWORTH AVE,6659,S,WENTWORTH,AVE,6659 S WENTWORTH AVE
7350281,6425 S MOZART ST,6425,S,MOZART,ST,6425 S MOZART ST
7354109,5908 S CAMPBELL AVE,5908,S,CAMPBELL,AVE,5908 S CAMPBELL AVE
7349895,1365 N HUDSON AVE,1365,N,HUDSON,AVE,1365 N HUDSON AVE
7354305,6431 S MOZART ST,6431,S,MOZART,ST,6431 S MOZART ST
7350009,3318 W MONROE ST,3318,W,MONROE,ST,3318 W MONROE ST
7349886,3844 W CONGRESS PKWY,3844,W,CONGRESS,PKWY,3844 W CONGRESS PKWY
7354110,5908 S CAMPBELL AVE,5908,S,CAMPBELL,AVE,5908 S CAMPBELL AVE
7354106,5908 S CAMPBELL AVE,5908,S,CAMPBELL,AVE,5908 S CAMPBELL AVE
7354167,6424 S MOZART ST,6424,S,MOZART,ST,6424 S MOZART ST
7349924,217 S CENTRAL PARK BLVD,217,S,CENTRAL PARK,BLVD,217 S CENTRAL PARK BLVD
7349925,217 S CENTRAL PARK BLVD,217,S,CENTRAL PARK,BLVD,217 S CENTRAL PARK BLVD
7359980,2733 N PULASKI RD,2733,N,PULASKI,RD,2733 N PULASKI RD
7350262,3421 W 61ST PL,3421,W,61ST,PL,3421 W 61ST PL
7349923,217 S CENTRAL PARK BLVD,217,S,CENTRAL PARK,BLVD,217 S CENTRAL PARK BLVD
7354301,6431 S MOZART ST,6431,S,MOZART,ST,6431 S MOZART ST
7349867,4511 N SPAULDING AVE,4511,N,SPAULDING,AVE,4511 N SPAULDING AVE
7354161,6424 S MOZART ST,6424,S,MOZART,ST,6424 S MOZART ST
7350279,6425 S MOZART ST,6425,S,MOZART,ST,6425 S MOZART ST
7351944,1313 W RANDOLPH ST,1313,W,RANDOLPH,ST,1313 W RANDOLPH ST
7354164,6424 S MOZART ST,6424,S,MOZART,ST,6424 S MOZART ST
7354107,5908 S CAMPBELL AVE,5908,S,CAMPBELL,AVE,5908 S CAMPBELL AVE
7349885,3844 W CONGRESS PKWY,3844,W,CONGRESS,PKWY,3844 W CONGRESS PKWY
7354302,6431 S MOZART ST,6431,S,MOZART,ST,6431 S MOZART ST
7351050,1440 S KEDZIE AVE,1440,S,KEDZIE,AVE,1440 S KEDZIE AVE
7349996,13149 S BALTIMORE AVE,13149,S,BALTIMORE,AVE,13149 S BALTIMORE AVE
7349945,1603 N LOTUS AVE,1603,N,LOTUS,AVE,1603 N LOTUS AVE
7350129,5939 S ROCKWELL ST,5939,S,ROCKWELL,ST,5939 S ROCKWELL ST
7349972,555 W MADISON ST,555,W,MADISON,ST,555 W MADISON ST
7354115,5908 S CAMPBELL AVE,5908,S,CAMPBELL,AVE,5908 S CAMPBELL AVE
7354108,5908 S CAMPBELL AVE,5908,S,CAMPBELL,AVE,5908 S CAMPBELL AVE
7350264,3421 W 61ST PL,3421,W,61ST,PL,3421 W 61ST PL
7349976,555 W MADISON ST,555,W,MADISON,ST,555 W MADISON ST
7354112,5908 S CAMPBELL AVE,5908,S,CAMPBELL,AVE,5908 S CAMPBELL AVE
7349975,555 W MADISON ST,555,W,MADISON,ST,555 W MADISON ST
7350010,3318 W MONROE ST,3318,W,MONROE,ST,3318 W MONROE ST
7350263,3421 W 61ST PL,3421,W,61ST,PL,3421 W 61ST PL
7354165,6424 S MOZART ST,6424,S,MOZART,ST,6424 S MOZART ST
7350130,5939 S ROCKWELL ST,5939,S,ROCKWELL,ST,5939 S ROCKWELL ST
7351845,1653 W 89TH ST,1653,W,89TH,ST,1653 W 89TH ST
7350131,5939 S ROCKWELL ST,5939,S,ROCKWELL,ST,5939 S ROCKWELL ST
7349899,1229 N NORTH BRANCH ST,1229,N,NORTH BRANCH,ST,1229 N NORTH BRANCH ST
7350115,310 N PINE AVE,310,N,PINE,AVE,310 N PINE AVE
7349868,4511 N SPAULDING AVE,4511,N,SPAULDING,AVE,4511 N SPAULDING AVE
7349995,13149 S BALTIMORE AVE,13149,S,BALTIMORE,AVE,13149 S BALTIMORE AVE
7349898,1229 N NORTH BRANCH ST,1229,N,NORTH BRANCH,ST,1229 N NORTH BRANCH ST
7350282,6425 S MOZART ST,6425,S,MOZART,ST,6425 S MOZART ST
7350099,6659 S WENTWORTH AVE,6659,S,WENTWORTH,AVE,6659 S WENTWORTH AVE
7349909,1831 S RACINE AVE,1831,S,RACINE,AVE,1831 S RACINE AVE
7349907,1831 S RACINE AVE,1831,S,RACINE,AVE,1831 S RACINE AVE
7349938,1603 N LOTUS AVE,1603,N,LOTUS,AVE,1603 N LOTUS AVE
7350018,3309 W VAN BUREN ST,3309,W,VAN BUREN,ST,3309 W VAN BUREN ST
7354163,6424 S MOZART ST,6424,S,MOZART,ST,6424 S MOZART ST
7350128,5939 S ROCKWELL ST,5939,S,ROCKWELL,ST,5939 S ROCKWELL ST
7350114,310 N PINE AVE,310,N,PINE,AVE,310 N PINE AVE
7351585,3550 N LAKE SHORE DR,3550,N,LAKE SHORE,DR,3550 N LAKE SHORE DR
7355917,2219 S PAULINA ST,2219,S,PAULINA,ST,2219 S PAULINA ST
7354113,5908 S CAMPBELL AVE,5908,S,CAMPBELL,AVE,5908 S CAMPBELL AVE
7349946,1603 N LOTUS AVE,1603,N,LOTUS,AVE,1603 N LOTUS AVE
7349942,1603 N LOTUS AVE,1603,N,LOTUS,AVE,1603 N LOTUS AVE
7350267,3421 W 61ST PL,3421,W,61ST,PL,3421 W 61ST PL
7350256,3117 W 61ST ST,3117,W,61ST,ST,3117 W 61ST ST
